data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK
20140513;0.0931;3.0381;2.8376;0.3919;2.784;2.6215;2.4269;4.1815;1.377;3.4248;5.1206;0.258;2.968;0.1526;0.5602;2.6856;0.5135;0.4645
20140514;0.094;3.048;2.8664;0.3931;2.7971;2.6371;2.4406;4.1828;1.3782;3.4287;5.1238;0.2566;2.9934;0.1525;0.5604;2.6916;0.5149;0.4648
20140515;0.0944;3.0589;2.8693;0.3947;2.8153;2.653;2.4441;4.1824;1.3811;3.424;5.1255;0.2576;3.0031;0.1525;0.5603;2.7018;0.5158;0.4662
20140516;0.094;3.0567;2.8596;0.3943;2.8117;2.6412;2.4418;4.1935;1.3735;3.4334;5.1375;0.2618;3.0099;0.1528;0.5618;2.7134;0.5141;0.4653
20140519;0.0941;3.0558;2.8574;0.3941;2.8144;2.6409;2.4437;4.1884;1.374;3.4262;5.1385;0.2561;3.0141;0.1524;0.5611;2.7153;0.5142;0.4637
20140520;0.0941;3.062;2.8361;0.395;2.8122;2.6279;2.4441;4.1905;1.3732;3.4273;5.1531;0.2555;3.022;0.1525;0.5614;2.7149;0.5157;0.4639
20140521;0.0941;3.054;2.8217;0.3939;2.8024;2.6245;2.4399;4.1885;1.3744;3.4286;5.1627;0.255;3.0254;0.1524;0.5611;2.7136;0.5124;0.4645
20140522;0.0942;3.0525;2.826;0.3937;2.7978;2.6176;2.4392;4.1755;1.3753;3.4181;5.1492;0.2555;3.0034;0.152;0.5593;2.707;0.514;0.4645
20140523;0.0935;3.049;2.8142;0.3932;2.797;2.6064;2.4329;4.1524;1.3701;3.4003;5.1369;0.2546;2.9953;0.1514;0.5563;2.6955;0.511;0.4596
20140526;0.0935;3.0466;2.8154;0.3929;2.8049;2.6025;2.4302;4.156;1.3733;3.4047;5.1328;0.255;2.9894;0.1516;0.5568;2.697;0.5108;0.4594
20140527;0.0935;3.0532;2.8284;0.3938;2.8172;2.6125;2.4313;4.1655;1.3711;3.4092;5.1442;0.2577;2.9969;0.1518;0.5581;2.6979;0.5127;0.461
20140528;0.0937;3.0598;2.8265;0.3947;2.8178;2.5999;2.4364;4.1678;1.3701;3.4085;5.1302;0.2566;3.0039;0.1519;0.5586;2.7081;0.5148;0.4617
20140529;0.0927;3.0395;2.8259;0.392;2.7972;2.584;2.4241;4.1385;1.3661;3.3899;5.0867;0.2557;2.9932;0.1506;0.5545;2.6908;0.51;0.4583
20140530;0.0927;3.0435;2.8351;0.3926;2.8102;2.5833;2.428;4.142;1.3682;3.3924;5.0928;0.2568;2.9937;0.1508;0.5549;2.6922;0.5097;0.4565
20140602;0.0925;3.0413;2.8138;0.3923;2.8001;2.5748;2.4205;4.1355;1.3658;3.3849;5.0898;0.2567;2.9808;0.1505;0.5541;2.6819;0.5069;0.4543
20140603;0.0931;3.0449;2.8257;0.3928;2.7924;2.5757;2.4212;4.1392;1.3618;3.3858;5.1048;0.2548;2.9721;0.1506;0.5546;2.6826;0.5069;0.4546
20140604;0.0933;3.0491;2.8283;0.3934;2.7914;2.5678;2.4243;4.1527;1.3574;3.4002;5.1035;0.2552;2.9729;0.1512;0.5564;2.6913;0.508;0.4576
20140605;0.0927;3.0275;2.8112;0.3905;2.7681;2.5546;2.4098;4.1215;1.352;3.3802;5.0736;0.2533;2.9531;0.1501;0.5523;2.672;0.5052;0.4557
20140606;0.0928;3.0222;2.8271;0.3898;2.7696;2.5785;2.4135;4.1211;1.3574;3.385;5.079;0.253;2.9549;0.15;0.5523;2.6717;0.5058;0.4541
20140609;0.0927;3.0067;2.8151;0.3879;2.7519;2.561;2.403;4.0998;1.353;3.3624;5.0549;0.2516;2.9341;0.1493;0.5496;2.6562;0.5053;0.4518
20140610;0.0932;3.0303;2.8358;0.391;2.7778;2.5795;2.4224;4.109;1.351;3.37;5.0933;0.2534;2.9612;0.1497;0.5507;2.6656;0.508;0.4534
20140611;0.0936;3.0431;2.8581;0.3925;2.7918;2.6051;2.4328;4.1157;1.3473;3.3777;5.1085;0.2612;2.9762;0.1499;0.5516;2.6596;0.5084;0.4549
20140612;0.0935;3.0374;2.8531;0.3919;2.797;2.6318;2.4322;4.1096;1.3426;3.3736;5.114;0.2596;2.9766;0.1498;0.5508;2.6565;0.5062;0.4532
20140613;0.0938;3.0382;2.8588;0.3919;2.7989;2.6321;2.433;4.1231;1.3428;3.3888;5.1597;0.2575;2.9821;0.1503;0.5527;2.6644;0.507;0.4566
20140616;0.0947;3.0654;2.8771;0.3954;2.8199;2.6585;2.4507;4.146;1.3485;3.4046;5.2023;0.2598;3.0073;0.1511;0.556;2.6826;0.5107;0.4607
20140617;0.094;3.0495;2.8513;0.3934;2.8082;2.6407;2.4358;4.1398;1.3454;3.3976;5.1696;0.2584;2.9887;0.1508;0.5552;2.6769;0.5087;0.4596
20140618;0.0941;3.0589;2.857;0.3946;2.8154;2.6518;2.4405;4.1463;1.3477;3.4018;5.1835;0.2592;2.992;0.151;0.556;2.6802;0.5089;0.4606
20140620;0.0939;3.0495;2.8657;0.3934;2.8172;2.6546;2.4393;4.1506;1.3564;3.4109;5.2022;0.2585;2.9899;0.1511;0.5567;2.6804;0.496;0.4539
20140623;0.0943;3.0627;2.8894;0.3952;2.855;2.676;2.4519;4.1603;1.3603;3.4179;5.2134;0.2565;3.0078;0.1515;0.5581;2.6893;0.4999;0.4567
20140624;0.0941;3.0526;2.87;0.3938;2.8478;2.6583;2.4454;4.1587;1.3604;3.4198;5.1851;0.2558;2.9948;0.1515;0.5578;2.6813;0.4999;0.4552
20140625;0.0938;3.0451;2.852;0.3928;2.8331;2.6448;2.4348;4.1437;1.3537;3.4064;5.169;0.2559;2.9871;0.151;0.5559;2.6725;0.4963;0.4521
20140626;0.0935;3.0361;2.8567;0.3917;2.8351;2.663;2.4306;4.1358;1.3467;3.3993;5.1678;0.2552;2.9839;0.1507;0.5548;2.6752;0.4959;0.4511
20140627;0.0939;3.0485;2.8723;0.3933;2.8512;2.6709;2.4407;4.1528;1.3464;3.4137;5.19;0.2562;3.0063;0.1512;0.5569;2.6914;0.4977;0.4515
20140630;0.0939;3.0473;2.8635;0.3931;2.8519;2.6619;2.4406;4.1609;1.3413;3.4246;5.1885;0.2562;3.0065;0.1515;0.5581;2.6993;0.4949;0.4532
20140701;0.0937;3.0355;2.869;0.3916;2.8451;2.6567;2.4343;4.155;1.3412;3.4219;5.1996;0.2572;2.9897;0.1514;0.5573;2.6954;0.4932;0.4535
20140702;0.0939;3.0387;2.8741;0.3921;2.8577;2.665;2.4379;4.15;1.334;3.418;5.2168;0.2574;2.9954;0.1514;0.5566;2.6939;0.4926;0.4529
20140703;0.0939;3.0418;2.8524;0.3925;2.8551;2.6653;2.4402;4.1536;1.3314;3.4201;5.2132;0.2577;2.9836;0.1513;0.557;2.6945;0.4908;0.4453
20140704;0.0942;3.0495;2.8519;0.3935;2.8649;2.6643;2.4463;4.1435;1.3335;3.4076;5.2307;0.2584;2.9881;0.1509;0.5557;2.688;0.4906;0.4444
20140707;0.0941;3.0497;2.8561;0.3935;2.8645;2.6664;2.4464;4.1472;1.3352;3.4115;5.2281;0.259;2.9919;0.1511;0.5561;2.693;0.4924;0.4454
20140708;0.094;3.0441;2.8609;0.3928;2.8503;2.6779;2.4476;4.1401;1.3373;3.4064;5.2051;0.2597;2.9922;0.1509;0.5553;2.6736;0.493;0.4454
20140709;0.094;3.0322;2.852;0.3912;2.8401;2.6704;2.4413;4.1272;1.3344;3.3949;5.1895;0.2591;2.9831;0.1503;0.5536;2.6576;0.4901;0.4447
20140710;0.0942;3.0323;2.8416;0.3912;2.8435;2.6719;2.4422;4.1341;1.3324;3.404;5.1903;0.2591;2.9904;0.1507;0.5545;2.662;0.4929;0.4481
20140711;0.0945;3.0426;2.8593;0.3926;2.8608;2.6839;2.4509;4.1419;1.3349;3.4107;5.2122;0.2601;3.0031;0.1509;0.5555;2.6688;0.4944;0.4494
20140714;0.0946;3.0368;2.8524;0.3919;2.8287;2.6758;2.449;4.139;1.3362;3.4102;5.1991;0.2595;2.9933;0.1509;0.5551;2.6686;0.4921;0.4481
20140715;0.0947;3.0454;2.8538;0.393;2.8371;2.6785;2.4513;4.1433;1.339;3.4124;5.2196;0.26;2.9989;0.151;0.5556;2.6619;0.492;0.4485
20140716;0.095;3.0503;2.8498;0.3935;2.8339;2.6518;2.4551;4.131;1.3366;3.3986;5.2235;0.2606;2.9989;0.1506;0.554;2.6626;0.4915;0.4468
20140717;0.0951;3.0579;2.8668;0.3945;2.8474;2.659;2.4642;4.1378;1.3371;3.4069;5.2328;0.2602;3.0134;0.1507;0.5549;2.6695;0.4936;0.4484
20140718;0.0954;3.0652;2.8761;0.3954;2.8502;2.6595;2.469;4.1479;1.3364;3.4169;5.2439;0.2619;3.0225;0.1512;0.5562;2.6778;0.4956;0.4495
20140721;0.0961;3.07;2.8798;0.396;2.8562;2.6699;2.4735;4.1521;1.3415;3.4172;5.2412;0.2624;3.0306;0.1511;0.5569;2.6796;0.4946;0.4488
20140722;0.0965;3.0748;2.8866;0.3967;2.8621;2.665;2.477;4.1464;1.3406;3.4121;5.2466;0.2637;3.0283;0.1509;0.5561;2.6751;0.4969;0.4486
20140723;0.0966;3.0707;2.9008;0.3962;2.8643;2.6675;2.4784;4.1355;1.3461;3.4034;5.2398;0.263;3.0294;0.1505;0.5546;2.6655;0.497;0.4496
20140724;0.0965;3.0702;2.8991;0.3961;2.8623;2.6357;2.4803;4.1398;1.3438;3.4074;5.2247;0.2633;3.0232;0.1507;0.5552;2.6657;0.495;0.449
20140725;0.0968;3.0831;2.9001;0.3978;2.8643;2.6349;2.4835;4.1459;1.3445;3.4114;5.2327;0.2626;3.0253;0.1509;0.556;2.6782;0.4972;0.4524
20140728;0.097;3.086;2.8994;0.3982;2.8545;2.6351;2.4848;4.147;1.344;3.4132;5.2391;0.2591;3.03;0.1509;0.5562;2.6824;0.4956;0.453
20140729;0.0971;3.09;2.9038;0.3987;2.8588;2.6293;2.4889;4.1524;1.3383;3.418;5.2479;0.2594;3.0311;0.1511;0.5569;2.6868;0.4961;0.4521
20140730;0.0971;3.0978;2.9024;0.3998;2.8505;2.635;2.4908;4.1517;1.3362;3.4138;5.2447;0.2601;3.031;0.151;0.5568;2.6881;0.4959;0.4495
20140731;0.0969;3.1094;2.89;0.4012;2.8487;2.64;2.4927;4.164;1.3346;3.4225;5.2506;0.2609;3.0252;0.1512;0.5585;2.6969;0.496;0.4518
20140801;0.097;3.128;2.9042;0.4036;2.8602;2.6544;2.5033;4.1887;1.3335;3.4438;5.2665;0.2626;3.0396;0.1514;0.5618;2.7138;0.4974;0.455
20140804;0.0968;3.1114;2.8994;0.4015;2.8468;2.6468;2.4953;4.1783;1.3346;3.4345;5.2363;0.2612;3.0334;0.1511;0.5604;2.7079;0.4957;0.4528
20140805;0.0969;3.1121;2.9056;0.4016;2.8488;2.6528;2.4988;4.1679;1.3319;3.4233;5.2545;0.2609;3.0346;0.1508;0.559;2.7047;0.4964;0.4527
20140806;0.0975;3.1377;2.9231;0.4048;2.8603;2.6473;2.5139;4.194;1.329;3.4501;5.2831;0.2632;3.0628;0.151;0.5626;2.7216;0.4989;0.4541
20140807;0.0973;3.1397;2.9101;0.4051;2.8719;2.6573;2.5093;4.199;1.3292;3.4551;5.2877;0.2636;3.0681;0.1509;0.5632;2.7196;0.5012;0.4549
20140808;0.0981;3.1509;2.9161;0.4065;2.8847;2.6665;2.5175;4.2184;1.3382;3.4764;5.2948;0.2644;3.0955;0.1516;0.5659;2.7286;0.5038;0.4557
20140811;0.0977;3.1378;2.9065;0.4047;2.859;2.6542;2.5085;4.1998;1.3384;3.4618;5.2669;0.2452;3.0732;0.1508;0.5633;2.713;0.5066;0.4561
20140812;0.0981;3.1465;2.9145;0.4059;2.875;2.6513;2.5162;4.2025;1.3402;3.4616;5.2772;0.244;3.0762;0.151;0.5637;2.7078;0.5091;0.4569
20140813;0.0983;3.1442;2.9194;0.4057;2.8798;2.6518;2.5146;4.198;1.3379;3.4586;5.2848;0.2391;3.0683;0.1507;0.563;2.7101;0.5102;0.4568
20140814;0.0982;3.1285;2.9121;0.4036;2.8688;2.658;2.5088;4.18;1.333;3.4478;5.2149;0.2389;3.0533;0.15;0.5607;2.6942;0.5084;0.455
20140818;0.0984;3.1342;2.9197;0.4044;2.8803;2.6564;2.5171;4.1951;1.3346;3.4649;5.2435;0.2393;3.0589;0.1504;0.5627;2.7091;0.5097;0.4574
20140819;0.0984;3.1356;2.9276;0.4045;2.8767;2.6481;2.5194;4.1871;1.334;3.4581;5.2195;0.2395;3.0556;0.15;0.5616;2.704;0.5098;0.4575
20140820;0.0986;3.147;2.9242;0.4061;2.874;2.6427;2.5213;4.1838;1.3352;3.456;5.2406;0.2382;3.0473;0.1497;0.5611;2.7071;0.5091;0.4563
20140821;0.0987;3.1569;2.9276;0.4073;2.8759;2.6445;2.5234;4.1893;1.3332;3.4587;5.235;0.2369;3.0396;0.1502;0.5619;2.7098;0.5131;0.4574
20140822;0.0988;3.152;2.9386;0.4067;2.8795;2.6527;2.5261;4.1874;1.334;3.4602;5.23;0.2387;3.0386;0.1506;0.5616;2.7164;0.5136;0.4577
20140825;0.099;3.168;2.9506;0.4087;2.894;2.65;2.5339;4.1814;1.3356;3.4588;5.2524;0.233;3.0454;0.1504;0.5609;2.7126;0.5128;0.4569
20140826;0.0993;3.1686;2.9458;0.4088;2.8874;2.6386;2.5358;4.18;1.3345;3.4604;5.2522;0.2338;3.0499;0.1502;0.5607;2.7152;0.5137;0.4567
20140827;0.0995;3.1764;2.9657;0.4099;2.9159;2.6598;2.5467;4.188;1.3387;3.469;5.2626;0.2345;3.0573;0.1509;0.5618;2.7177;0.5145;0.4576
20140828;0.0998;3.1834;2.9811;0.4107;2.9331;2.6729;2.5515;4.2043;1.3414;3.4851;5.2828;0.2348;3.0676;0.1516;0.5641;2.7292;0.5156;0.4574
20140829;0.1001;3.1965;2.9905;0.4125;2.9454;2.6821;2.5627;4.2129;1.337;3.493;5.3056;0.236;3.077;0.1516;0.5653;2.7383;0.517;0.4589
20140901;0.1002;3.2035;2.9938;0.4133;2.9477;2.6866;2.5644;4.2099;1.339;3.4901;5.326;0.2466;3.0757;0.1518;0.5651;2.7381;0.5181;0.4575
20140902;0.1001;3.2112;2.9831;0.4143;2.9435;2.6764;2.5624;4.212;1.3384;3.4881;5.3111;0.2516;3.0614;0.1519;0.5655;2.736;0.5184;0.4581
20140903;0.0996;3.1912;2.9756;0.412;2.9249;2.6563;2.551;4.1937;1.3334;3.472;5.2612;0.2502;3.041;0.1513;0.5631;2.7241;0.5145;0.4558
20140904;0.0997;3.1947;2.9856;0.4122;2.9319;2.6598;2.5523;4.2;1.3392;3.4793;5.2576;0.2526;3.0452;0.1517;0.5639;2.7273;0.5139;0.457
20140905;0.1008;3.2354;3.0266;0.4174;2.9718;2.6813;2.5787;4.1908;1.3367;3.4748;5.2784;0.2558;3.0742;0.1518;0.5629;2.7293;0.5155;0.4568
20140908;0.101;3.2303;3.0216;0.4169;2.9666;2.6867;2.5767;4.1824;1.3317;3.4677;5.214;0.2554;3.0729;0.1513;0.5617;2.7256;0.5126;0.455
20140909;0.1015;3.2605;3.0232;0.4207;2.9649;2.6941;2.5859;4.1978;1.3266;3.4813;5.2522;0.2579;3.0667;0.1518;0.5638;2.7356;0.5141;0.4579
20140910;0.1009;3.2508;2.9672;0.4194;2.9525;2.672;2.5692;4.207;1.3289;3.4825;5.2232;0.2523;3.0452;0.1517;0.5651;2.7434;0.5124;0.4573
20140911;0.1008;3.2435;2.9614;0.4185;2.9561;2.6495;2.5665;4.1935;1.3326;3.4666;5.2646;0.2516;3.032;0.1518;0.5634;2.7319;0.511;0.4565
20140912;0.1008;3.2468;2.9373;0.4189;2.9349;2.6516;2.57;4.1957;1.3315;3.469;5.272;0.2518;3.0273;0.1518;0.5637;2.7236;0.5092;0.4549
20140915;0.1007;3.2522;2.9286;0.4196;2.9344;2.6462;2.57;4.2028;1.3346;3.4732;5.2882;0.257;3.0322;0.1523;0.5646;2.7353;0.5096;0.455
20140916;0.1005;3.2419;2.9203;0.4183;2.9319;2.644;2.5677;4.197;1.3348;3.471;5.2423;0.2615;3.028;0.1523;0.5639;2.7289;0.5062;0.4547
20140917;0.1003;3.2331;2.9345;0.4171;2.952;2.6462;2.5611;4.1899;1.3344;3.4597;5.268;0.2555;3.0149;0.1521;0.5627;2.726;0.5049;0.4533
20140918;0.1007;3.249;2.9148;0.4192;2.9576;2.6425;2.5642;4.188;1.3414;3.4659;5.2976;0.2529;2.9926;0.1521;0.5626;2.7266;0.5104;0.4549
20140919;0.1009;3.2507;2.9095;0.4194;2.9658;2.6443;2.5672;4.186;1.3451;3.4682;5.3257;0.2257;2.9861;0.1519;0.5622;2.7217;0.5129;0.4567
20140922;0.1011;3.257;2.8889;0.4202;2.9633;2.6388;2.5674;4.1845;1.3409;3.465;5.3238;0.2208;2.9867;0.152;0.5621;2.719;0.5128;0.4556
20140923;0.1006;3.243;2.8844;0.4183;2.9427;2.6362;2.5589;4.1775;1.345;3.4606;5.3007;0.2184;2.9919;0.1518;0.5612;2.7091;0.5123;0.4553
20140924;0.101;3.2525;2.8866;0.4196;2.9364;2.6244;2.57;4.1785;1.3464;3.4599;5.3307;0.2211;2.9954;0.1519;0.5614;2.7168;0.5113;0.4548
20140925;0.1016;3.2823;2.894;0.4232;2.9556;2.611;2.5872;4.1757;1.346;3.4577;5.3497;0.2544;3.0038;0.1518;0.561;2.723;0.512;0.4552
20140926;0.1015;3.2776;2.8779;0.4225;2.949;2.5916;2.5801;4.1781;1.3417;3.4608;5.3517;0.2531;3.0068;0.1519;0.5613;2.729;0.5118;0.4542
20140929;0.102;3.3;2.8766;0.4251;2.9571;2.5604;2.5869;4.1843;1.3377;3.4673;5.3569;0.2559;3.0114;0.1521;0.5622;2.7348;0.5107;0.4547
20140930;0.1018;3.2973;2.8788;0.4247;2.9549;2.5599;2.5878;4.1755;1.3452;3.46;5.3549;0.2554;3.0103;0.1518;0.561;2.7309;0.5144;0.455
20141001;0.1021;3.3172;2.8924;0.4272;2.9606;2.5867;2.6012;4.1792;1.3464;3.4662;5.3665;0.2573;3.0206;0.152;0.5615;2.7369;0.5143;0.4606
20141002;0.102;3.3039;2.9071;0.4256;2.9777;2.6086;2.5979;4.178;1.3491;3.4599;5.3458;0.2564;3.0484;0.152;0.5613;2.7343;0.5133;0.4599
20141003;0.1017;3.3079;2.9055;0.4264;2.9612;2.6038;2.5962;4.1789;1.3508;3.4572;5.3217;0.2563;3.0378;0.1521;0.5614;2.7358;0.5108;0.4585
20141006;0.1022;3.3343;2.9115;0.4298;2.97;2.5949;2.6075;4.1829;1.3541;3.4522;5.3292;0.2575;3.0482;0.1523;0.5619;2.7465;0.5121;0.4603
20141007;0.1016;3.3106;2.9112;0.4269;2.9661;2.5974;2.5932;4.1825;1.3618;3.4533;5.3273;0.2569;3.0524;0.1523;0.5619;2.7444;0.5119;0.4613
20141008;0.1014;3.305;2.9079;0.4261;2.96;2.5855;2.5872;4.1856;1.36;3.452;5.3127;0.2565;3.0595;0.1524;0.5622;2.7456;0.5104;0.4585
20141009;0.1011;3.2776;2.9062;0.4227;2.9503;2.6029;2.5801;4.1826;1.3669;3.452;5.3075;0.2541;3.037;0.1521;0.562;2.7391;0.5106;0.4585
20141010;0.1017;3.2985;2.8784;0.4251;2.946;2.584;2.5929;4.1795;1.3633;3.454;5.2989;0.2559;3.0552;0.152;0.5615;2.7344;0.5061;0.4566
20141013;0.1019;3.3062;2.8864;0.4261;2.9504;2.5979;2.5992;4.1901;1.3718;3.4662;5.316;0.2563;3.0746;0.1523;0.5629;2.7377;0.5097;0.4595
20141014;0.1019;3.3095;2.8965;0.4265;2.944;2.6066;2.5995;4.1993;1.3704;3.4781;5.2855;0.2567;3.0956;0.1523;0.5641;2.7366;0.5067;0.4588
20141015;0.1023;3.3262;2.9021;0.4289;2.9271;2.6059;2.6023;4.2089;1.3751;3.4855;5.2929;0.2578;3.1036;0.1527;0.5653;2.75;0.5022;0.4578
20141016;0.1016;3.2985;2.881;0.4253;2.9191;2.6168;2.5917;4.2223;1.3681;3.4996;5.2805;0.2559;3.1144;0.1534;0.5671;2.7588;0.5006;0.458
20141017;0.1019;3.2964;2.8966;0.4248;2.9327;2.6227;2.5901;4.2293;1.3761;3.5025;5.3082;0.2563;3.0942;0.1539;0.568;2.7561;0.5038;0.4613
20141020;0.1024;3.3109;2.8995;0.4267;2.9363;2.6312;2.6004;4.2232;1.3769;3.5012;5.336;0.2565;3.0932;0.1532;0.5671;2.7522;0.5037;0.4593
20141021;0.1022;3.2987;2.9012;0.4253;2.9308;2.6346;2.5953;4.2263;1.3749;3.5022;5.3329;0.2542;3.0925;0.1531;0.5675;2.7542;0.5033;0.4589
20141022;0.1029;3.3275;2.9244;0.429;2.9623;2.6534;2.6194;4.2228;1.3787;3.5003;5.3332;0.2566;3.1138;0.153;0.5671;2.7582;0.5036;0.4578
20141023;0.1032;3.339;2.9318;0.4305;2.9675;2.6215;2.6223;4.228;1.3753;3.5046;5.3455;0.2574;3.1054;0.1524;0.5678;2.7589;0.5058;0.46
20141024;0.103;3.3387;2.9292;0.4303;2.9763;2.6152;2.6153;4.2245;1.3687;3.5026;5.3621;0.2575;3.0861;0.1523;0.5674;2.7602;0.5078;0.46
20141027;0.1026;3.3288;2.9332;0.4292;2.9647;2.6212;2.6095;4.2229;1.368;3.5024;5.3597;0.2566;3.0871;0.1525;0.5672;2.7538;0.5044;0.458
20141028;0.1026;3.3295;2.9398;0.4291;2.9639;2.6275;2.6124;4.2268;1.3679;3.5035;5.3619;0.2568;3.0808;0.1523;0.5678;2.7482;0.5036;0.4524
20141029;0.1022;3.3192;2.9472;0.4279;2.9719;2.6357;2.6089;4.2248;1.3677;3.5039;5.3516;0.2573;3.0708;0.1521;0.5675;2.7434;0.4987;0.452
20141030;0.1032;3.3592;2.9546;0.4332;2.9991;2.6258;2.6281;4.228;1.3656;3.5068;5.3706;0.2605;3.0802;0.1523;0.5679;2.7544;0.4996;0.4556
20141031;0.1027;3.3459;2.9498;0.4315;2.9883;2.6299;2.61;4.2043;1.3687;3.486;5.3503;0.2595;2.9985;0.1514;0.5648;2.7461;0.4983;0.4546
20141103;0.1036;3.3772;2.9537;0.4355;2.9962;2.626;2.6249;4.2209;1.3695;3.5017;5.4048;0.2618;2.9918;0.1519;0.567;2.7552;0.497;0.4564
20141104;0.1034;3.3776;2.951;0.4357;2.9691;2.6219;2.6199;4.2253;1.3675;3.5056;5.4008;0.2619;2.9788;0.152;0.5677;2.758;0.496;0.4563
20141105;0.1032;3.3887;2.9353;0.4372;2.9596;2.6257;2.615;4.231;1.3685;3.5146;5.386;0.2624;2.9592;0.1521;0.5685;2.7564;0.4896;0.4579
20141106;0.1029;3.3769;2.9102;0.4355;2.9621;2.6169;2.6142;4.225;1.3623;3.5083;5.3914;0.2618;2.9481;0.1521;0.5678;2.7382;0.4946;0.4583
20141107;0.1038;3.4084;2.9295;0.4396;2.9805;2.6216;2.6334;4.2243;1.3673;3.5078;5.3895;0.2641;2.9579;0.1525;0.5679;2.7439;0.4965;0.4592
20141110;0.103;3.3765;2.9307;0.4355;2.9838;2.6381;2.6196;4.2163;1.3644;3.5057;5.3704;0.262;2.9612;0.1524;0.5669;2.7379;0.5002;0.458
20141112;0.1033;3.3966;2.955;0.438;2.9979;2.6684;2.6302;4.2247;1.3731;3.5137;5.4111;0.2314;2.9463;0.1531;0.5677;2.7362;0.5004;0.4584
20141113;0.1032;3.386;2.9608;0.4367;2.9928;2.6787;2.6221;4.2203;1.3795;3.5103;5.3364;0.2136;2.931;0.1527;0.5671;2.7298;0.4994;0.457
20141114;0.1033;3.3933;2.9542;0.4376;2.9852;2.6708;2.6144;4.229;1.382;3.5179;5.3192;0.2185;2.9164;0.153;0.5681;2.7284;0.5004;0.4576
20141117;0.1032;3.3819;2.9524;0.4361;2.9897;2.6765;2.605;4.2255;1.3816;3.5176;5.2858;0.2178;2.9136;0.1526;0.5677;2.7297;0.4999;0.4574
20141118;0.1028;3.3706;2.9351;0.4346;2.9871;2.6805;2.5958;4.218;1.3789;3.5109;5.2765;0.217;2.8822;0.1525;0.5666;2.7301;0.5003;0.4571
20141119;0.1026;3.3655;2.905;0.4339;2.9676;2.6406;2.5794;4.217;1.3821;3.5108;5.2663;0.2214;2.8633;0.1524;0.5665;2.7277;0.498;0.4552
20141120;0.1026;3.368;2.8953;0.4342;2.9678;2.6406;2.5864;4.2155;1.3832;3.5094;5.2786;0.2216;2.8426;0.1523;0.5663;2.732;0.4966;0.4553
20141121;0.1032;3.3827;2.9195;0.4363;2.9888;2.6606;2.6041;4.2088;1.383;3.5011;5.2904;0.2226;2.8734;0.152;0.5655;2.7401;0.4996;0.4557
20141124;0.1031;3.3842;2.9262;0.4364;3.011;2.6652;2.5969;4.1977;1.3781;3.4911;5.2938;0.2243;2.8629;0.1518;0.5642;2.7267;0.4984;0.4536
20141125;0.1027;3.3706;2.8786;0.4346;2.9812;2.6279;2.5857;4.1916;1.3697;3.4859;5.2861;0.2234;2.8532;0.1518;0.5634;2.7156;0.4955;0.4526
20141126;0.1023;3.3546;2.8504;0.4327;2.9751;2.6221;2.5764;4.18;1.3659;3.4761;5.2688;0.2222;2.8478;0.1515;0.5618;2.7134;0.4918;0.4514
20141127;0.1023;3.3528;2.8762;0.4326;2.974;2.6457;2.583;4.1807;1.3613;3.4774;5.2843;0.2219;2.8546;0.1516;0.5619;2.7174;0.4868;0.4517
20141128;0.1024;3.3605;2.8654;0.4337;2.9561;2.6405;2.5788;4.1814;1.36;3.4788;5.2805;0.2238;2.8458;0.1512;0.562;2.7134;0.4807;0.4516
20141201;0.102;3.3519;2.8443;0.4323;2.9376;2.6348;2.5662;4.1788;1.3626;3.4741;5.2567;0.2229;2.8334;0.1514;0.5616;2.717;0.4796;0.4512
20141202;0.1018;3.3466;2.8375;0.4316;2.9501;2.6243;2.5599;4.162;1.3584;3.4567;5.2567;0.2222;2.8141;0.151;0.5594;2.7052;0.4785;0.4496
20141203;0.1026;3.373;2.8368;0.435;2.9642;2.6202;2.5723;4.1574;1.355;3.4556;5.2759;0.2239;2.824;0.1505;0.5588;2.7084;0.4797;0.449
20141204;0.1025;3.3728;2.8224;0.435;2.9684;2.6123;2.5661;4.1538;1.3537;3.451;5.2871;0.2241;2.8123;0.1504;0.5583;2.7061;0.4793;0.4475
20141205;0.1021;3.3619;2.8152;0.4337;2.9485;2.6107;2.5535;4.1585;1.3541;3.4589;5.2693;0.2234;2.7938;0.1506;0.5589;2.7127;0.4729;0.4478
20141208;0.1027;3.3978;2.8168;0.4384;2.9695;2.5943;2.5701;4.1655;1.3591;3.4639;5.2946;0.217;2.805;0.1508;0.5599;2.7137;0.4737;0.447
20141209;0.1022;3.3688;2.7901;0.4345;2.9342;2.5835;2.5581;4.1594;1.3615;3.4594;5.2694;0.2153;2.8071;0.1505;0.5591;2.7071;0.4718;0.4471
20141210;0.1022;3.3572;2.7932;0.4331;2.9284;2.587;2.5571;4.1595;1.3542;3.4605;5.2599;0.2146;2.8178;0.1507;0.5591;2.708;0.4687;0.4462
20141211;0.1024;3.3611;2.7742;0.4336;2.9265;2.6168;2.5586;4.1749;1.3568;3.4745;5.2647;0.2151;2.8306;0.151;0.5612;2.7145;0.4634;0.447
